,,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate
,,BPRMF,BPRMF,BPRMF,BPRMF,BPRMF,WRMF,WRMF,WRMF,WRMF,WRMF,SVD,SVD,SVD,SVD,SVD,CoFFee,CoFFee,CoFFee,CoFFee,CoFFee,mostpopular,mostpopular,mostpopular,mostpopular,mostpopular,random,random,random,random,random
fold,topk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,0.192245472525,0.0928765229736,0.0971321513797,0.876904329938,0.894987554696,0.325333840018,0.155318762054,0.134944889253,0.839091592065,0.832545315616,0.316238698824,0.153608174907,0.147022554486,0.827013926832,0.834255902763,0.272861240701,0.073267405913,0.0314937691758,0.942542712142,0.914596671757,0.441794680508,0.172212911594,0.0889664677286,0.885070013589,0.815651166076,0.0153353927626,0.00281446573922,0.00266435739737,0.971372123921,0.985049611931
3,50,0.232334673597,0.135501921667,0.147121439779,0.826915041539,0.852362156003,0.373092401126,0.212808330648,0.197815212924,0.776221268394,0.775055747022,0.367265407193,0.212737493987,0.210064351326,0.763972129992,0.775126583682,0.330184648146,0.0951954531445,0.04515613836,0.928880342958,0.892668624525,0.469911289268,0.22683147938,0.153995514554,0.820040966764,0.76103259829,0.024235069138,0.00459402158431,0.00442301540603,0.969613465912,0.983270056086
3,70,0.260483271224,0.169413973297,0.186415297216,0.787621184102,0.818450104372,0.405539911365,0.250569991407,0.236952482523,0.737083998795,0.737294086263,0.400217997123,0.251540690072,0.252546763287,0.721489718031,0.736323387598,0.368127355385,0.112066136399,0.0551312944517,0.918905186866,0.875797941271,0.507821132032,0.271858056992,0.197279603712,0.776756877606,0.716006020678,0.033061194469,0.00635197910683,0.00619387354824,0.96784260777,0.981512098563
3,100,0.293373809757,0.210609621411,0.230580452,0.743456029318,0.777254456259,0.43706593209,0.292430575986,0.281841939973,0.692194541345,0.695433501684,0.428321179899,0.293189786212,0.296888761634,0.677147719684,0.694674291458,0.404669002788,0.132413011297,0.0689324182649,0.905104063053,0.855451066373,0.543349000873,0.335480819522,0.253017344037,0.721019137281,0.652383258148,0.047440423654,0.0091654524907,0.00842095247435,0.965615528844,0.978698625179
4,1,0.0216255976462,0.00391442932451,0.00310489967717,0.968281639492,0.983580973397,0.0388378080177,0.00709268113277,0.00614753906957,0.965239000099,0.980402721589,0.043324751747,0.00803726860365,0.00648835064245,0.964898188526,0.979458134118,0.0305259286502,0.00592406755518,0.00199154100772,0.969394998161,0.981571335166,0.0506803972049,0.00987901130785,0.0037350624938,0.967651476675,0.977616391414,0.000514895182052,7.70299538229e-05,7.9248323088e-05,0.971307290846,0.987418372768
4,2,0.0348657594704,0.00684766808526,0.00755132897832,0.96383521019,0.980647734636,0.0704670834866,0.0137960676486,0.0113067654425,0.960079773726,0.973699335073,0.0741449062155,0.0148090159197,0.0129383760369,0.958448163132,0.972686386802,0.053365207797,0.0104229204248,0.00337405208498,0.968012487084,0.977072482297,0.0936373666789,0.0191052966485,0.00681392552117,0.964572613648,0.968390106073,0.000956233909526,0.000201346199875,0.000151753971173,0.971234785198,0.987294056522
4,3,0.0498344979772,0.0104772412827,0.0109740392418,0.960412499927,0.977018161439,0.097204854726,0.0204117702003,0.01718716615,0.954199373019,0.967083632521,0.100649748682,0.021446026492,0.0192562333257,0.952130305843,0.96604937623,0.0746965796249,0.0154762780434,0.0048528287127,0.966533710456,0.972019124678,0.135736177516,0.029004390036,0.0088998056008,0.962486733568,0.958491012686,0.00132401618242,0.000264686480207,0.000217546133324,0.971168993035,0.987230716241
4,5,0.0740100527155,0.0170956584178,0.0172278849017,0.954158654267,0.970399744304,0.136784356994,0.0318660571989,0.0277893658383,0.943597173331,0.955629345523,0.144430550447,0.0344425471549,0.0306108104637,0.940775728705,0.953052855567,0.107085938458,0.0234311459045,0.00814042277448,0.963246116394,0.964064256817,0.193717052838,0.0457484369253,0.0153879811088,0.95599855806,0.941746965796,0.0024273630011,0.000437981984506,0.000431034986018,0.970955504183,0.987057420737
4,10,0.114417065097,0.0317908661564,0.0327447649404,0.938641774228,0.955704536565,0.206076989089,0.0608846039335,0.0510520032458,0.920334535923,0.926610798788,0.209937301879,0.0634122605767,0.0580645603834,0.913321978785,0.924083142145,0.161194066446,0.0380828911189,0.0141916087264,0.957194930442,0.949412511603,0.291964307606,0.081306998955,0.0298880307303,0.941498508439,0.906188403767,0.00507539536594,0.000897301178655,0.000967734402821,0.970418804766,0.986598101543
4,15,0.137731659048,0.0452725091508,0.0488569560471,0.922529583122,0.942222893571,0.251245293263,0.0882613238994,0.0734356410212,0.897950898148,0.899234078822,0.253461269024,0.089808724029,0.0822150709002,0.889171468269,0.897686678693,0.19692779208,0.0482478093604,0.0194692551533,0.951917284015,0.939247593361,0.336944780119,0.107258475046,0.0515722984057,0.919814240763,0.880236927675,0.00720853254873,0.00124549758606,0.00144824486126,0.969938294308,0.986249905136
4,20,0.157607839016,0.0576692236291,0.0631991803709,0.908187358798,0.929826179092,0.281441122728,0.111452856734,0.09389104888,0.877495490289,0.876042545987,0.283918866063,0.113590868492,0.103997705739,0.86738883343,0.87390453423,0.227366678926,0.057210313082,0.0238765419126,0.947509997256,0.93028508964,0.384234399902,0.133038173465,0.0661068203179,0.905279718851,0.854457229257,0.0101875689592,0.0018101893203,0.00186468531264,0.969521853856,0.985685213401
4,30,0.185741519116,0.0818555199449,0.093489524043,0.877897015126,0.905639882777,0.320934721565,0.149674658634,0.132606350374,0.838780188795,0.837820744088,0.32563068822,0.153796067649,0.144605626485,0.826780912684,0.833699335073,0.271990928037,0.0718651231487,0.0317741408197,0.939612398349,0.915630279573,0.449134252205,0.17218465589,0.0909965440142,0.880389995155,0.815310746832,0.0160720853255,0.00283490078635,0.00264257400889,0.96874396516,0.984660501935
4,50,0.227259175584,0.124842087135,0.14352630227,0.827860236898,0.862653315586,0.372593740696,0.207379084281,0.191335312352,0.780051226817,0.780116318441,0.378871404636,0.212743539,0.206774607845,0.764611931324,0.774751863722,0.32879478333,0.093451578253,0.0444943285638,0.926892210605,0.894043824469,0.481189425384,0.227703462407,0.153655697414,0.817730841754,0.759791940314,0.0244942993748,0.00439105763674,0.00434727403282,0.967039265136,0.983104345085
4,70,0.255154264231,0.159872706469,0.182879384928,0.788507154241,0.827622696253,0.408414011921,0.246119867832,0.229273484066,0.742113055103,0.74137553489,0.409585223326,0.251169751951,0.247967506728,0.723419032441,0.73632565077,0.366498420871,0.110272742663,0.0552750777889,0.91611146138,0.877222660058,0.518746241907,0.274017174848,0.195732499694,0.775654039475,0.713478227873,0.0326958440603,0.00591875514457,0.00616875952293,0.965217779646,0.981576647577
4,100,0.29048045208,0.204433761245,0.226508870558,0.744877668611,0.783061641476,0.443315119354,0.287728944465,0.273490749984,0.697895789185,0.699766458257,0.439947255352,0.292922847452,0.291340770708,0.680045768461,0.69457255527,0.401362691699,0.129392458712,0.0676970408122,0.903689498357,0.85810294401,0.554103720439,0.336209886922,0.249158362376,0.722228176792,0.6512855158,0.0476645825671,0.00867998272007,0.00900112086026,0.962385418309,0.978815420002
5,1,0.0197131298271,0.0035990122419,0.00354556705605,0.969164988295,0.983822834025,0.0443545421111,0.00832104473517,0.00515674530202,0.967553810049,0.979100801532,0.0430305259287,0.00802384163179,0.00704399376521,0.965666561586,0.979398004635,0.0305259286502,0.00580561831205,0.00153125857429,0.971179296777,0.981616227955,0.0493563810224,0.0097082260635,0.00334874516191,0.969361810189,0.977713620204,0.000441338727473,6.47705447264e-05,8.40645195187e-05,0.972626490832,0.987357075722
